"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-23",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-24",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-25",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-26",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-27",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-28",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-30",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-01-31",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-01",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-02",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-03",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-04",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-05",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-06",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-07",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-08",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-09",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-10",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-11",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-12",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-13",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-14",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-15",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-17",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-18",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-19",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-20",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-21",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-22",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-23",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-24",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-25",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-26",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-27",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-02-28",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-01",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-02",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-03",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-04",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-05",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-06",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-07",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-08",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-09",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-10",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-11",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-12",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-13",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-14",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-15",,,,
"US1NJUN0014","WESTFIELD 0.6 NE, NJ US","2022-03-16",,,,
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-01",,"50","46","50"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-02",,"56","50","51"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-03",,"59","33","33"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-04",,"33","19","19"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-05",,"33","19","30"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-06",,"47","30","33"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-07",,"39","28","28"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-08",,"31","18","18"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-09",,"31","18","31"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-10",,"42","31","32"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-11",,"32","17","17"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-12",,"21","14","21"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-13",,"43","21","25"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-14",,"43","24","40"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-15",,"43","14","14"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-16",,"20","13","16"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-17",,"47","16","41"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-18",,"41","29","29"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-19",,"38","23","28"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-20",,"51","28","38"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-21",,"38","17","17"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-22",,"23","16","16"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-23",,"29","16","19"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-24",,"38","19","25"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-25",,"39","24","33"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-26",,"42","21","21"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-27",,"28","13","13"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-28",,"32","13","29"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-29",,"35","20","20"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-30",,"20","8","8"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-01-31",,"22","7","11"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-01",,"28","11","26"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-02",,"35","26","27"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-03",,"45","27","39"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-04",,"56","39","56"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-05",,"57","23","23"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-06",,"30","17","19"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-07",,"34","18","33"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-08",,"37","33","35"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-09",,"45","24","24"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-10",,"42","24","32"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-11",,"56","32","37"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-12",,"55","37","50"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-13",,"61","32","32"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-14",,"33","16","16"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-15",,"25","14","14"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-16",,"32","14","28"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-17",,"54","23","53"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-18",,"61","52","60"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-19",,"61","22","22"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-20",,"43","19","19"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-21",,"35","19","26"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-22",,"50","19","35"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-23",,"62","33","59"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-24",,"70","30","30"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-25",,"38","30","38"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-26",,"46","24","24"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-27",,"40","24","26"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-02-28",,"49","26","27"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-01",,"40","26","30"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-02",,"48","30","36"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-03",,"55","35","40"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-04",,"48","20","20"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-05",,"39","19","24"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-06",,"45","24","42"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-07",,"70","41","60"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-08",,"78","39","39"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-09",,"50","39","42"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-10",,"42","30","30"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-11",,"41","28","28"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-12",,"51","28","44"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-13",,"45","20","20"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-14",,"38","20","36"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-15",,"56","35","39"
"USC00284987","LONG BRANCH OAKHURST, NJ US","2022-03-16",,"63","38","42"
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-01",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-02",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-03",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-04",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-05",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-06",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-07",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-08",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-10",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-11",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-12",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-13",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-14",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-15",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-16",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-17",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-18",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-19",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-20",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-21",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-22",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-23",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-24",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-25",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-26",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-27",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-28",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-29",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-30",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-01-31",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-01",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-02",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-03",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-05",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-06",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-07",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-08",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-09",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-10",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-11",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-12",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-13",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-14",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-15",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-16",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-17",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-18",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-19",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-20",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-21",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-22",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-23",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-24",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-25",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-26",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-27",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-02-28",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-01",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-02",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-03",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-04",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-05",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-06",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-07",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-08",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-09",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-10",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-12",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-13",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-14",,,,
"US1NYNS0007","FLORAL PARK 0.4 W, NY US","2022-03-15",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-01",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-02",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-03",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-04",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-05",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-06",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-07",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-08",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-09",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-10",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-11",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-12",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-13",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-14",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-15",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-16",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-17",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-18",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-19",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-20",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-21",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-22",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-23",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-24",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-25",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-26",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-27",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-28",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-29",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-30",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-01-31",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-01",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-02",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-03",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-04",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-05",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-06",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-07",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-08",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-09",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-10",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-11",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-12",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-13",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-14",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-15",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-16",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-17",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-18",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-19",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-20",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-21",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-22",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-23",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-24",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-25",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-26",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-27",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-02-28",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-01",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-02",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-03",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-04",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-05",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-06",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-07",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-08",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-09",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-10",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-11",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-12",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-13",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-14",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-15",,,,
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2022-03-16",,,,
"USC00308577","SYOSSET, NY US","2022-01-01",,"51","46","49"
"USC00308577","SYOSSET, NY US","2022-01-02",,"53","48","50"
"USC00308577","SYOSSET, NY US","2022-01-03",,"56","28","29"
"USC00308577","SYOSSET, NY US","2022-01-04",,"56","18","20"
"USC00308577","SYOSSET, NY US","2022-01-05",,"56","18","32"
"USC00308577","SYOSSET, NY US","2022-01-06",,"45","32","36"
"USC00308577","SYOSSET, NY US","2022-01-07",,"39","27","27"
"USC00308577","SYOSSET, NY US","2022-01-08",,"33","19","19"
"USC00308577","SYOSSET, NY US","2022-01-09",,"33","16","32"
"USC00308577","SYOSSET, NY US","2022-01-10",,"40","26","27"
"USC00308577","SYOSSET, NY US","2022-01-11",,"29","15","15"
"USC00308577","SYOSSET, NY US","2022-01-12",,"26","11","26"
"USC00308577","SYOSSET, NY US","2022-01-13",,"40","25","26"
"USC00308577","SYOSSET, NY US","2022-01-14",,"47","26","38"
"USC00308577","SYOSSET, NY US","2022-01-15",,"42","7","8"
"USC00308577","SYOSSET, NY US","2022-01-16",,"16","7","11"
"USC00308577","SYOSSET, NY US","2022-01-17",,"44","11","40"
"USC00308577","SYOSSET, NY US","2022-01-18",,"41","29","30"
"USC00308577","SYOSSET, NY US","2022-01-19",,"35","20","34"
"USC00308577","SYOSSET, NY US","2022-01-20",,"47","34","37"
"USC00308577","SYOSSET, NY US","2022-01-21",,"37","12","13"
"USC00308577","SYOSSET, NY US","2022-01-22",,"21","13","14"
"USC00308577","SYOSSET, NY US","2022-01-23",,"27","13","21"
"USC00308577","SYOSSET, NY US","2022-01-24",,"35","20","27"
"USC00308577","SYOSSET, NY US","2022-01-25",,"39","26","33"
"USC00308577","SYOSSET, NY US","2022-01-26",,"40","19","21"
"USC00308577","SYOSSET, NY US","2022-01-27",,"26","9","13"
"USC00308577","SYOSSET, NY US","2022-01-28",,"30","13","30"
"USC00308577","SYOSSET, NY US","2022-01-29",,"32","16","16"
"USC00308577","SYOSSET, NY US","2022-01-30",,"19","10","12"
"USC00308577","SYOSSET, NY US","2022-01-31",,"24","5","12"
"USC00308577","SYOSSET, NY US","2022-02-01",,"28","9","20"
"USC00308577","SYOSSET, NY US","2022-02-02",,"34","20","31"
"USC00308577","SYOSSET, NY US","2022-02-03",,"46","31","40"
"USC00308577","SYOSSET, NY US","2022-02-04",,"50","37","37"
"USC00308577","SYOSSET, NY US","2022-02-05",,"37","21","21"
"USC00308577","SYOSSET, NY US","2022-02-06",,"26","13","14"
"USC00308577","SYOSSET, NY US","2022-02-07",,"32","14","31"
"USC00308577","SYOSSET, NY US","2022-02-08",,"36","31","35"
"USC00308577","SYOSSET, NY US","2022-02-09",,"44","22","29"
"USC00308577","SYOSSET, NY US","2022-02-10",,"42","29","38"
"USC00308577","SYOSSET, NY US","2022-02-11",,"53","28","28"
"USC00308577","SYOSSET, NY US","2022-02-12",,"54","28","44"
"USC00308577","SYOSSET, NY US","2022-02-13",,"58","28","29"
"USC00308577","SYOSSET, NY US","2022-02-15",,"31","14","17"
"USC00308577","SYOSSET, NY US","2022-02-16",,"33","16","32"
"USC00308577","SYOSSET, NY US","2022-02-17",,"47","32","46"
"USC00308577","SYOSSET, NY US","2022-02-18",,"57","46","50"
"USC00308577","SYOSSET, NY US","2022-02-19",,"50","19","24"
"USC00308577","SYOSSET, NY US","2022-02-20",,"39","17","22"
"USC00308577","SYOSSET, NY US","2022-02-21",,"35","22","35"
"USC00308577","SYOSSET, NY US","2022-02-22",,"50","30","37"
"USC00308577","SYOSSET, NY US","2022-02-23",,"57","37","51"
"USC00308577","SYOSSET, NY US","2022-02-24",,"67","26","27"
"USC00308577","SYOSSET, NY US","2022-02-25",,"31","26","28"
"USC00308577","SYOSSET, NY US","2022-02-26",,"39","20","21"
"USC00308577","SYOSSET, NY US","2022-02-27",,"35","20","27"
"USC00308577","SYOSSET, NY US","2022-02-28",,"46","25","26"
"USC00308577","SYOSSET, NY US","2022-03-01",,"36","22","36"
"USC00308577","SYOSSET, NY US","2022-03-02",,"44","36","41"
"USC00308577","SYOSSET, NY US","2022-03-03",,"48","37","38"
"USC00308577","SYOSSET, NY US","2022-03-04",,"42","16","24"
"USC00308577","SYOSSET, NY US","2022-03-05",,"34","21","25"
"USC00308577","SYOSSET, NY US","2022-03-06",,"46","25","46"
"USC00308577","SYOSSET, NY US","2022-03-07",,"65","25","56"
"USC00308577","SYOSSET, NY US","2022-03-08",,"61","38","39"
"USC00308577","SYOSSET, NY US","2022-03-09",,"44","32","33"
"USC00308577","SYOSSET, NY US","2022-03-10",,"34","31","32"
"USC00308577","SYOSSET, NY US","2022-03-11",,"46","28","41"
